week,n_events,n_material_conflict,n_verbal_conflict,n_material_coop,n_verbal_coop,mean_goldstein,mean_tone,total_mentions,country,region,distinct_actors,material_conflict_share,baseline_mean_share,baseline_std_share,baseline_mean_goldstein,escalation_next_1w,label_1w_ahead,label_2w_ahead,n_events_lag1,n_events_lag2,n_events_delta,material_conflict_share_lag1,material_conflict_share_lag2,material_conflict_share_delta,mean_goldstein_lag1,mean_goldstein_lag2,mean_goldstein_delta,distinct_actors_lag1,distinct_actors_lag2,distinct_actors_delta,mean_tone_lag1,mean_tone_lag2,mean_tone_delta
2026-04-06,2360,676,267,291,1126,-0.9070338983050847,-5.517355012239106,28826,AF,Central/SE Asia,194,0.2864406779661017,0.2667371861854411,0.09368770617834085,-1.187015125030331,0,0,0,2430.0,2778.0,-70.0,0.23127572016460907,0.1900647948164147,0.05516495780149261,-0.3181481481481482,0.30536357091432687,-0.5888857501569366,197.0,200.0,-3.0,-4.267324878197826,-3.3082313744664353,-1.25003013404128
2026-04-13,1699,387,196,237,879,-0.3017068864037669,-4.297380913176852,25358,AF,Central/SE Asia,177,0.22778104767510302,0.26852841271095573,0.08907828622726187,-1.1615622862371267,0,0,0,2360.0,2430.0,-661.0,0.2864406779661017,0.23127572016460907,-0.05865963029099866,-0.9070338983050847,-0.3181481481481482,0.6053270119013179,194.0,197.0,-17.0,-5.517355012239106,-4.267324878197826,1.219974099062254
2026-04-20,2447,467,328,287,1365,0.004660670482420273,-3.7303180589722897,20786,AF,Central/SE Asia,212,0.19084593379648548,0.265132798957968,0.08574348436211093,-1.0899076695843466,0,0,0,1699.0,2360.0,748.0,0.22778104767510302,0.2864406779661017,-0.03693511387861753,-0.3017068864037669,-0.9070338983050847,0.30636755688618716,177.0,194.0,35.0,-4.297380913176852,-5.517355012239106,0.5670628542045622
2026-04-27,2648,622,369,191,1466,-0.737726586102719,-4.5516916644501615,27767,AF,Central/SE Asia,200,0.2348942598187311,0.259418424714777,0.08463915150150927,-1.0057101049638262,0,0,0,2447.0,1699.0,201.0,0.19084593379648548,0.22778104767510302,0.04404832602224562,0.004660670482420273,-0.3017068864037669,-0.7423872565851393,212.0,177.0,-12.0,-3.7303180589722897,-4.297380913176852,-0.8213736054778717
2026-05-04,1423,310,169,156,788,-0.231693605059733,-4.586348000910499,10903,AF,Central/SE Asia,158,0.21784961349262122,0.25766669865077374,0.08158238245325887,-0.9865684250451757,0,0,0,2648.0,2447.0,-1225.0,0.2348942598187311,0.19084593379648548,-0.017044646326109886,-0.737726586102719,0.004660670482420273,0.506032981042986,200.0,212.0,-42.0,-4.5516916644501615,-3.7303180589722897,-0.03465633646033783
2026-05-11,2108,386,329,211,1182,-0.23221062618595828,-4.138460504794674,16500,AF,Central/SE Asia,186,0.18311195445920303,0.2550122263068969,0.07928412449938371,-0.9362434370461462,0,0,0,1423.0,2648.0,685.0,0.21784961349262122,0.2348942598187311,-0.03473765903341819,-0.231693605059733,-0.737726586102719,-0.0005170211262252866,158.0,200.0,28.0,-4.586348000910499,-4.5516916644501615,0.44788749611582546
2026-05-18,1839,402,225,218,994,-0.28836324089178905,-3.6574197255440493,23208,AF,Central/SE Asia,193,0.21859706362153344,0.25051845931641603,0.07867662066561214,-0.8922413863673844,0,0,0,2108.0,1423.0,-269.0,0.18311195445920303,0.21784961349262122,0.035485109162330414,-0.23221062618595828,-0.231693605059733,-0.05615261470583077,186.0,158.0,7.0,-4.138460504794674,-4.586348000910499,0.4810407792506246
2026-05-25,1884,358,202,219,1105,0.15164543524416135,-3.369960752494986,18485,AF,Central/SE Asia,187,0.19002123142250532,0.24864073015789354,0.07657071705213163,-0.8567191425158789,0,0,0,1839.0,2108.0,45.0,0.21859706362153344,0.18311195445920303,-0.028575832199028123,-0.28836324089178905,-0.23221062618595828,0.4400086761359504,193.0,186.0,-6.0,-3.6574197255440493,-4.138460504794674,0.2874589730490631
2026-06-01,1724,320,222,176,1006,0.055974477958236644,-3.0218986871343643,14499,AF,Central/SE Asia,177,0.18561484918793503,0.24538409133926084,0.0755585236578124,-0.8006988881958765,0,0,0,1884.0,1839.0,-160.0,0.19002123142250532,0.21859706362153344,-0.004406382234570294,0.15164543524416135,-0.28836324089178905,-0.0956709572859247,187.0,193.0,-10.0,-3.369960752494986,-3.6574197255440493,0.3480620653606219
2026-06-08,2632,722,407,273,1230,-1.351709726443769,-5.072538434021112,28379,AF,Central/SE Asia,200,0.2743161094224924,0.24223834175234896,0.07469898173240815,-0.7556108162930285,0,0,0,1724.0,1884.0,908.0,0.18561484918793503,0.19002123142250532,0.08870126023455738,0.055974477958236644,0.15164543524416135,-1.4076842044020057,177.0,187.0,23.0,-3.0218986871343643,-3.369960752494986,-2.050639746886748
2026-06-15,1980,369,229,225,1157,0.1796464646464646,-3.8675645746870533,16645,AF,Central/SE Asia,194,0.18636363636363637,0.24384223013585613,0.07305960641948116,-0.7854157618005655,0,0,0,2632.0,1724.0,-652.0,0.2743161094224924,0.18561484918793503,-0.08795247305885603,-1.351709726443769,0.055974477958236644,1.5313561910902336,200.0,177.0,-6.0,-5.072538434021112,-3.0218986871343643,1.2049738593340589
2026-06-22,2568,458,288,351,1471,0.40202492211838003,-3.255969957276442,36148,AF,Central/SE Asia,210,0.17834890965732086,0.2411051542419409,0.07230590611486108,-0.7394604176840402,0,0,0,1980.0,2632.0,588.0,0.18636363636363637,0.2743161094224924,-0.008014726706315506,0.1796464646464646,-1.351709726443769,0.22237845747191543,194.0,200.0,16.0,-3.8675645746870533,-5.072538434021112,0.6115946174106113
2026-06-29,2689,754,445,223,1267,-1.504313871327631,-5.174970486020228,28402,AF,Central/SE Asia,193,0.28040163629602083,0.23825259766991272,0.07182061372689369,-0.6875747204202939,0,0,0,2568.0,1980.0,121.0,0.17834890965732086,0.18636363636363637,0.10205272663869996,0.40202492211838003,0.1796464646464646,-1.906338793446011,210.0,194.0,-17.0,-3.255969957276442,-3.8675645746870533,-1.9190005287437857
2026-07-06,1710,276,163,172,1099,0.42093567251461983,-2.9571537609945504,14482,AF,Central/SE Asia,176,0.16140350877192983,0.2400851645667,0.07071759206437978,-0.7230851182858303,0,0,0,2689.0,2568.0,-979.0,0.28040163629602083,0.17834890965732086,-0.118998127524091,-1.504313871327631,0.40202492211838003,1.9252495438422508,193.0,210.0,-17.0,-5.174970486020228,-3.255969957276442,2.2178167250256773
2026-07-13,1818,339,229,237,1013,0.030033003300330027,-3.270511186981525,14761,AF,Central/SE Asia,177,0.18646864686468648,0.23680676224191796,0.07100347971809123,-0.6754175853358116,0,0,0,1710.0,2689.0,108.0,0.16140350877192983,0.28040163629602083,0.02506513809275665,0.42093567251461983,-1.504313871327631,-0.3909026692142898,176.0,193.0,1.0,-2.9571537609945504,-5.174970486020228,-0.31335742598697447
2026-07-20,1588,312,234,243,799,-0.4005037783375315,-4.305527034946141,19534,AF,Central/SE Asia,174,0.1964735516372796,0.23479323762682866,0.07023381600741503,-0.6471995617903659,0,0,,1818.0,1710.0,-230.0,0.18646864686468648,0.16140350877192983,0.01000490477259311,0.030033003300330027,0.42093567251461983,-0.4305367816378615,177.0,176.0,-3.0,-3.270511186981525,-2.9571537609945504,-1.0350158479646159
2026-07-27,1759,403,252,168,936,-0.8122228538942581,-4.993278516329006,18756,AF,Central/SE Asia,161,0.22910744741330302,0.23331940355030756,0.0692239424876818,-0.6377112624267954,0,,,1588.0,1818.0,171.0,0.1964735516372796,0.18646864686468648,0.032633895776023436,-0.4005037783375315,0.030033003300330027,-0.4117190755567266,174.0,177.0,-13.0,-4.305527034946141,-3.270511186981525,-0.6877514813828656
2026-02-02,200,34,26,18,122,0.005999999999999981,-0.9268111212094031,1242,BM,Central/SE Asia,55,0.17,,,,0,0,0,,,,,,,,,,,,,,,
2026-02-09,200,45,18,15,122,-0.467,-1.5901794868072583,1306,BM,Central/SE Asia,44,0.225,,,,0,0,0,200.0,,0.0,0.17,,0.05499999999999999,0.005999999999999981,,-0.47300000000000003,55.0,,-11.0,-0.9268111212094031,,-0.6633683655978552
2026-02-16,258,48,27,50,133,0.2837209302325582,-3.4623757331716014,2188,BM,Central/SE Asia,64,0.18604651162790697,,,,0,0,0,200.0,200.0,58.0,0.225,0.17,-0.03895348837209303,-0.467,0.005999999999999981,0.7507209302325581,44.0,55.0,20.0,-1.5901794868072583,-0.9268111212094031,-1.8721962463643431
2026-02-23,405,111,44,52,198,-0.9797530864197531,-3.9689240938408408,4001,BM,Central/SE Asia,59,0.2740740740740741,,,,0,0,1,258.0,200.0,147.0,0.18604651162790697,0.225,0.0880275624461671,0.2837209302325582,-0.467,-1.2634740166523113,64.0,44.0,-5.0,-3.4623757331716014,-1.5901794868072583,-0.5065483606692394
2026-03-02,267,62,28,50,127,-0.3853932584269663,-3.2848905423547783,1781,BM,Central/SE Asia,64,0.23220973782771537,0.21378014642549525,0.046357662242068776,-0.28925803904679875,0,1,1,405.0,258.0,-138.0,0.2740740740740741,0.18604651162790697,-0.04186433624635871,-0.9797530864197531,0.2837209302325582,0.5943598279927869,59.0,64.0,5.0,-3.9689240938408408,-3.4623757331716014,0.6840335514860625
2026-03-09,174,51,14,24,85,-1.617816091954023,-3.1048505303055163,931,BM,Central/SE Asia,46,0.29310344827586204,0.2174660647059393,0.04098419944640683,-0.3084850829228322,1,1,0,267.0,405.0,-93.0,0.23220973782771537,0.2740740740740741,0.060893710448146676,-0.3853932584269663,-0.9797530864197531,-1.2324228335270566,64.0,59.0,-18.0,-3.2848905423547783,-3.9689240938408408,0.180040012049262
